S.No,Name,Address,Latitude,Longitude,Website,Type,Stream,Branch,Course,District,Code,Zone,State
109,Adhiyamaan College of Engineering (Autonomous),"Dr. MGR Nagar, Hosur, Krishnagiri(Dt.),Pin635109",12.7,77.87,www.adhiyamaan.ac.in,Self Finance,Engineering,Electrical,Electronics and Instrumentation Engineering,Krishnagiri,KR,TN North,Tamil Nadu
110,Adhiyamaan College of Engineering (Autonomous),"Dr. MGR Nagar, Hosur, Krishnagiri(Dt.),Pin635109",12.7,77.87,www.adhiyamaan.ac.in,Self Finance,Engineering,Mechanical,Aeronautical Engineering,Krishnagiri,KR,TN North,Tamil Nadu
111,Adhiyamaan College of Engineering (Autonomous),"Dr. MGR Nagar, Hosur, Krishnagiri(Dt.),Pin635109",12.7,77.87,www.adhiyamaan.ac.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Krishnagiri,KR,TN North,Tamil Nadu
112,ADHIYAMAAN POLYTECHNIC COLLEGE,"Dr. MGR Nagar, Hosur, Krishnagiri(Dt.),Pin635109",12.7,77.83,www.adhiyamaan.ac.in/,Self Finance,Polytechnic College,Polytechnic College,,Krishnagiri,KR,TN North,Tamil Nadu
113,Adhiyaman Arts And Science College (Women),"Srinivasa Nagar, Kursampatti, Uthangarai Vattam, Krishnagiri District.",12.3,78.5,,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Krishnagiri,KR,TN North,Tamil Nadu
114,ADIPARASAKTHI POLYTECHNIC COLLEGE,"SH18, Tamil Nadu 636905, India",12,78.44,https://www.aptcmmr.com/,Self Finance,Polytechnic College,Polytechnic College,,Dharmapuri,DH,TN North,Tamil Nadu
115,Adithya Institute of Technology,"Sathy Main Road (NH 209), Coimbatore(Dt.),Pin641107",11.1,77.04,www.adithyatech.edu.in,Self Finance,Engineering,Civil,Civil Engineering,Coimbatore,CO,TN West,Tamil Nadu
116,Adithya Institute of Technology,"Sathy Main Road (NH 209), Coimbatore(Dt.),Pin641107",11.1,77.04,www.adithyatech.edu.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Coimbatore,CO,TN West,Tamil Nadu
117,Adithya Institute of Technology,"Sathy Main Road (NH 209), Coimbatore(Dt.),Pin641107",11.1,77.04,www.adithyatech.edu.in,Self Finance,Engineering,Computer Science,Information Technology,Coimbatore,CO,TN West,Tamil Nadu
118,Adithya Institute of Technology,"Sathy Main Road (NH 209), Coimbatore(Dt.),Pin641107",11.1,77.04,www.adithyatech.edu.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Coimbatore,CO,TN West,Tamil Nadu
119,Adithya Institute of Technology,"Sathy Main Road (NH 209), Coimbatore(Dt.),Pin641107",11.1,77.04,www.adithyatech.edu.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Coimbatore,CO,TN West,Tamil Nadu
120,Adithya Institute of Technology,"Sathy Main Road (NH 209), Coimbatore(Dt.),Pin641107",11.1,77.04,www.adithyatech.edu.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Coimbatore,CO,TN West,Tamil Nadu
121,AET Arts And Science College,"Appammasamudram, Narasingapuram Post, Salem.",11.6,78.57,http://aetcollege.weebly.com/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Salem,SA,TN West,Tamil Nadu
122,Agni College of Technology,"Thalambur, Old Mahabalipuram Road, Kancheepuram(Dt.),Pin 600130",12.9,80.23,www.act.edu.in,Self Finance,Engineering,Bio Technology,Bio Medical Engineering,Kanchipuram,KC,TN North,Tamil Nadu
123,Agni College of Technology,"Thalambur, Old Mahabalipuram Road, Kancheepuram(Dt.),Pin 600130",12.9,80.23,www.act.edu.in,Self Finance,Engineering,Chemical,Chemical Engineering,Kanchipuram,KC,TN North,Tamil Nadu
124,Agni College of Technology,"Thalambur, Old Mahabalipuram Road, Kancheepuram(Dt.),Pin 600130",12.9,80.23,www.act.edu.in,Self Finance,Engineering,Civil,Civil Engineering,Kanchipuram,KC,TN North,Tamil Nadu
125,Agni College of Technology,"Thalambur, Old Mahabalipuram Road, Kancheepuram(Dt.),Pin 600130",12.9,80.23,www.act.edu.in,Self Finance,Engineering,Computer Science,Information Technology,Kanchipuram,KC,TN North,Tamil Nadu
126,Agni College of Technology,"Thalambur, Old Mahabalipuram Road, Kancheepuram(Dt.),Pin 600130",12.9,80.23,www.act.edu.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Kanchipuram,KC,TN North,Tamil Nadu
127,Agni College of Technology,"Thalambur, Old Mahabalipuram Road, Kancheepuram(Dt.),Pin 600130",12.9,80.23,www.act.edu.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Kanchipuram,KC,TN North,Tamil Nadu
128,Agni College of Technology,"Thalambur, Old Mahabalipuram Road, Kancheepuram(Dt.),Pin 600130",12.9,80.23,www.act.edu.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Kanchipuram,KC,TN North,Tamil Nadu
129,Agni College of Technology,"Thalambur, Old Mahabalipuram Road, Kancheepuram(Dt.),Pin 600130",12.9,80.23,www.act.edu.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Kanchipuram,KC,TN North,Tamil Nadu
130,Agni College of Technology,"Thalambur, Old Mahabalipuram Road, Kancheepuram(Dt.),Pin 600130",12.9,80.23,www.act.edu.in,Self Finance,Engineering,Mechanical,Mechanical and Automation Engineering,Kanchipuram,KC,TN North,Tamil Nadu
131,Agni College of Technology,"Thalambur, Old Mahabalipuram Road, Kancheepuram(Dt.),Pin 600130",12.9,80.23,www.act.edu.in,Self Finance,Engineering,Mechanical,Mechatronics,Kanchipuram,KC,TN North,Tamil Nadu
132,Agni School of Architecture and Design Excellence (ASADE),"NH 45, Trichy Road, Morepatti, Vadamadurai, Dindigul(Dt.),Pin 624802",10.5,78.12,www.agniasade.ac.in,Self Finance,Engineering,Architecture,Architecture,Dindigul,DI,TN West,Tamil Nadu
133,Aishwarya College of Engineering and Technology,"Errattaikaradu, Paruvachi(P.O), Bhavani(T.K), Erode(Dt.),Pin 638312",11.5,77.64,www.aishwaryacollege.com,Self Finance,Engineering,Civil,Civil Engineering,Erode,ER,TN West,Tamil Nadu
134,Aishwarya College of Engineering and Technology,"Errattaikaradu, Paruvachi(P.O), Bhavani(T.K), Erode(Dt.),Pin 638312",11.5,77.64,www.aishwaryacollege.com,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Erode,ER,TN West,Tamil Nadu
135,Aishwarya College of Engineering and Technology,"Errattaikaradu, Paruvachi(P.O), Bhavani(T.K), Erode(Dt.),Pin 638312",11.5,77.64,www.aishwaryacollege.com,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Erode,ER,TN West,Tamil Nadu
136,Aishwarya College of Engineering and Technology,"Errattaikaradu, Paruvachi(P.O), Bhavani(T.K), Erode(Dt.),Pin 638312",11.5,77.64,www.aishwaryacollege.com,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Erode,ER,TN West,Tamil Nadu
137,Aishwarya College of Engineering and Technology,"Errattaikaradu, Paruvachi(P.O), Bhavani(T.K), Erode(Dt.),Pin 638312",11.5,77.64,www.aishwaryacollege.com,Self Finance,Engineering,Mechanical,Mechanical Engineering,Erode,ER,TN West,Tamil Nadu
138,AISHWARYA POLYTECHNIC COLLEGE,"Errattaikaradu, Paruvachi ,Bhavani, Erode, Tamil Nadu 638312, India",11.5,77.64,http://www.apclive.org/,Self Finance,Polytechnic College,Polytechnic College,,Erode,ER,TN West,Tamil Nadu
139,Aiyman College of Arts & Science Azad Nagar,"Azad Nagar, K.Sathanur Road, Trichy.",10.7,78.69,http://www.aimancollege.org,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Tiruchirappalli,TC,TN Central,Tamil Nadu
140,AKD Dharmaraja Women’s College,Rajapalayam –626 117. Ph: 04652-291111,9.48,77.54,http://akddrwc.net/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Virudhunagar,VR,TN South,Tamil Nadu
141,AKILA THIRUVITHAMCORE SIDDHA VAIDYA KALLOORY,"Munchirai, Tamil Nadu 629171, India",8.29,77.18,,Self Finance,Medical,AYUSH,BSMS Bachelor of Siddha Medicine and Surgery,Kanniyakumari,KK,TN South,Tamil Nadu
142,Akshaya Arts and Science College (Co-ed),"Puzhuthivakkam Village, Madhurandhagam Taluk, Kanchipuram District",12.5,79.88,http://www.aksheyaacollege.in/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Kanchipuram,KC,TN North,Tamil Nadu
143,Akshaya College of Engineering & Technology,"Kinathukadavu, Coimbatore(Dt.),Pin 642109",10.8,77.01,www.acetcbe.edu.in,Self Finance,Engineering,Civil,Civil Engineering,Coimbatore,CO,TN West,Tamil Nadu
144,Akshaya College of Engineering & Technology,"Kinathukadavu, Coimbatore(Dt.),Pin 642109",10.8,77.01,www.acetcbe.edu.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Coimbatore,CO,TN West,Tamil Nadu
145,Akshaya College of Engineering & Technology,"Kinathukadavu, Coimbatore(Dt.),Pin 642109",10.8,77.01,www.acetcbe.edu.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Coimbatore,CO,TN West,Tamil Nadu
146,Akshaya College of Engineering & Technology,"Kinathukadavu, Coimbatore(Dt.),Pin 642109",10.8,77.01,www.acetcbe.edu.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Coimbatore,CO,TN West,Tamil Nadu
147,Akshaya College of Engineering & Technology,"Kinathukadavu, Coimbatore(Dt.),Pin 642109",10.8,77.01,www.acetcbe.edu.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Coimbatore,CO,TN West,Tamil Nadu
148,Akshaya College of Engineering & Technology,"Kinathukadavu, Coimbatore(Dt.),Pin 642109",10.8,77.01,www.acetcbe.edu.in,Self Finance,Engineering,Mechanical,Mechatronics,Coimbatore,CO,TN West,Tamil Nadu
149,Aksheyaa College of Engineering,"Puludivakkam (Near Nelvoy), Madhuranthagam, Kancheepuram(Dt.),Pin 603314",13,80.2,www.ace.ac.in,Self Finance,Engineering,Civil,Civil Engineering,Kanchipuram,KC,TN North,Tamil Nadu
150,Aksheyaa College of Engineering,"Puludivakkam (Near Nelvoy), Madhuranthagam, Kancheepuram(Dt.),Pin 603314",13,80.2,www.ace.ac.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Kanchipuram,KC,TN North,Tamil Nadu
151,Aksheyaa College of Engineering,"Puludivakkam (Near Nelvoy), Madhuranthagam, Kancheepuram(Dt.),Pin 603314",13,80.2,www.ace.ac.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Kanchipuram,KC,TN North,Tamil Nadu
152,Aksheyaa College of Engineering,"Puludivakkam (Near Nelvoy), Madhuranthagam, Kancheepuram(Dt.),Pin 603314",13,80.2,www.ace.ac.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Kanchipuram,KC,TN North,Tamil Nadu
153,Aksheyaa College of Engineering,"Puludivakkam (Near Nelvoy), Madhuranthagam, Kancheepuram(Dt.),Pin 603314",13,80.2,www.ace.ac.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Kanchipuram,KC,TN North,Tamil Nadu
154,AKY POLYTECHNIC COLLEGE,"4 / 254 ,Tenkasi Main Road, AKY Nagar, Opp.Vallavankottai Bus Stand, Tirunelveli, 627012, India",8.78,77.63,http://akypolytechnic.edu.in/,Self Finance,Polytechnic College,Polytechnic College,,Tirunelveli,TI,TN South,Tamil Nadu
155,Al Ameen Arts & Science College,"Somasipadi Village, Main Road, Tiruvannamalai HO, Tiruvannamalai - 606601",8.5,78.13,http://www.alameeneducation.co.in/contact_us.html,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Tiruvannamalai,TV,TN Central,Tamil Nadu
156,AL ISLAMIYA POLYTECHNIC COLLEGE,"Senganur, Rajavu, Pennagaram, Tamil Nadu 636810, India",12.1,77.89,,Self Finance,Polytechnic College,Polytechnic College,,Dharmapuri,DH,TN North,Tamil Nadu
157,ALADI ARUNA COLLEGE OF NURSING,"NH-39, aalangulam, Tamil Nadu 627853, India",8.85,77.53,http://aacon.in/,Self Finance,Medical,Allied Health Sciences,B.Sc. Nursing,Tirunelveli,TI,TN South,Tamil Nadu
158,AL-AMEEN COLLEGE OF NURSING,"Main Road, Tiruvannamalai Dt, Somasipadi, Tamil Nadu 606611, India",12.2,79.15,,Self Finance,Medical,Allied Health Sciences,B.Sc. Nursing,Tiruvannamalai,TV,TN Central,Tamil Nadu
159,Al-Ameen Engineering College,"Karundevanpalayam, Nanjai Uthukkuli, Erode(Dt.),Pin 638104",11.3,77.76,www.alameen.ac.in,Self Finance,Engineering,Civil,Civil Engineering,Erode,ER,TN West,Tamil Nadu
160,Al-Ameen Engineering College,"Karundevanpalayam, Nanjai Uthukkuli, Erode(Dt.),Pin 638104",11.3,77.76,www.alameen.ac.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Erode,ER,TN West,Tamil Nadu
161,Al-Ameen Engineering College,"Karundevanpalayam, Nanjai Uthukkuli, Erode(Dt.),Pin 638104",11.3,77.76,www.alameen.ac.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Erode,ER,TN West,Tamil Nadu
162,Al-Ameen Engineering College,"Karundevanpalayam, Nanjai Uthukkuli, Erode(Dt.),Pin 638104",11.3,77.76,www.alameen.ac.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Erode,ER,TN West,Tamil Nadu
163,Al-Ameen Engineering College,"Karundevanpalayam, Nanjai Uthukkuli, Erode(Dt.),Pin 638104",11.3,77.76,www.alameen.ac.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Erode,ER,TN West,Tamil Nadu
164,AL-AMEEN POLYTECHNIC COLLEGE,"Nanjaiuthukuli, Erode, SH-84A, Erode Modakurichi Sivagiri Muthur Velakoil Mulanur Road, Erode, Erode, 638104, India",11.3,77.77,www.alameenpolytechnic.com/,Self Finance,Polytechnic College,Polytechnic College,,Erode,ER,TN West,Tamil Nadu
165,Alpha Arts and Science College,"Thandalam, Porur, Chennai - 600 116.",13,80.14,http://alphagroup.edu/arts-science/index.php,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Kanchipuram,KC,TN North,Tamil Nadu
166,Alpha College of Engineering,"34,Udayavar Koil Street, Thirumazhisai, Poonamallee, Thiruvallur(Dt.),Pin 600124",13.1,80.06,www.alphagroup.edu,Self Finance,Engineering,Bio Technology,Bio Medical Engineering,Tiruvallur,TL,TN North,Tamil Nadu
167,Alpha College of Engineering,"34,Udayavar Koil Street, Thirumazhisai, Poonamallee, Thiruvallur(Dt.),Pin 600124",13.1,80.06,www.alphagroup.edu,Self Finance,Engineering,Computer Science,Information Technology,Tiruvallur,TL,TN North,Tamil Nadu
168,Alpha College of Engineering,"34,Udayavar Koil Street, Thirumazhisai, Poonamallee, Thiruvallur(Dt.),Pin 600124",13.1,80.06,www.alphagroup.edu,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Tiruvallur,TL,TN North,Tamil Nadu
169,Alpha College of Engineering,"34,Udayavar Koil Street, Thirumazhisai, Poonamallee, Thiruvallur(Dt.),Pin 600124",13.1,80.06,www.alphagroup.edu,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Tiruvallur,TL,TN North,Tamil Nadu
170,Alpha College of Engineering,"34,Udayavar Koil Street, Thirumazhisai, Poonamallee, Thiruvallur(Dt.),Pin 600124",13.1,80.06,www.alphagroup.edu,Self Finance,Engineering,Mechanical,Mechanical Engineering,Tiruvallur,TL,TN North,Tamil Nadu
171,Ambal Professional Group of Institutions,"Professional Nagar, Coimbatore-Palladam Rd., Near Karanampet, Tiruppur(Dt.),Pin 641662",11,77.21,www.petgoi.edu.in,Self Finance,Engineering,Civil,Civil Engineering,Tiruppur,TP,TN West,Tamil Nadu
172,Ambal Professional Group of Institutions,"Professional Nagar, Coimbatore-Palladam Rd., Near Karanampet, Tiruppur(Dt.),Pin 641662",11,77.21,www.petgoi.edu.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Tiruppur,TP,TN West,Tamil Nadu
173,Ambal Professional Group of Institutions,"Professional Nagar, Coimbatore-Palladam Rd., Near Karanampet, Tiruppur(Dt.),Pin 641662",11,77.21,www.petgoi.edu.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Tiruppur,TP,TN West,Tamil Nadu
174,Ambal Professional Group of Institutions,"Professional Nagar, Coimbatore-Palladam Rd., Near Karanampet, Tiruppur(Dt.),Pin 641662",11,77.21,www.petgoi.edu.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Tiruppur,TP,TN West,Tamil Nadu
175,Ambal Professional Group of Institutions,"Professional Nagar, Coimbatore-Palladam Rd., Near Karanampet, Tiruppur(Dt.),Pin 641662",11,77.21,www.petgoi.edu.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Tiruppur,TP,TN West,Tamil Nadu
176,Ambiga College of Arts & Science [Co-Ed],"Anna Nagar, Madurai.",9.92,78.14,http://www.ambigainstitutions.com/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Madurai,MDU,TN South,Tamil Nadu
177,AMMA POLYTECHNIC COLLEGE,"Vilangadu, Tamil Nadu 614703, India",10.4,79.62,,Self Finance,Polytechnic College,Polytechnic College,,Tiruvarur,TR,TN Central,Tamil Nadu
178,AMMAIAPPAR POLYTECHNIC COLLEGE,"Virudhunagar, Tamil Nadu 627753, India",9.36,77.52,http://www.ammaiappar.in,Self Finance,Polytechnic College,Polytechnic College,,Virudhunagar,VR,TN South,Tamil Nadu
179,Amman Arts And Science College (Co-Ed),"Pillaiyar Nattam Village, Aathur Vattam, Dindigul.",11.4,77.65,,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Dindigul,DI,TN West,Tamil Nadu
180,Anand Arts and Science College,"Nallalpallam Mottur Village, Olagalpadi, Thandarampattu Taluk, Thiruvannamalai District",12.2,78.95,,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Tiruvannamalai,TV,TN Central,Tamil Nadu
181,Anand Institute of Higher Technology,"Kalasalingam Nagar, Old Mahabalipuram Road, Kancheepuram(Dt.),Pin 603103",12.8,80.22,www.aiht.ac.in,Self Finance,Engineering,Civil,Civil Engineering,Kanchipuram,KC,TN North,Tamil Nadu
182,Anand Institute of Higher Technology,"Kalasalingam Nagar, Old Mahabalipuram Road, Kancheepuram(Dt.),Pin 603103",12.8,80.22,www.aiht.ac.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Kanchipuram,KC,TN North,Tamil Nadu
183,Anand Institute of Higher Technology,"Kalasalingam Nagar, Old Mahabalipuram Road, Kancheepuram(Dt.),Pin 603103",12.8,80.22,www.aiht.ac.in,Self Finance,Engineering,Computer Science,Information Technology,Kanchipuram,KC,TN North,Tamil Nadu
184,Anand Institute of Higher Technology,"Kalasalingam Nagar, Old Mahabalipuram Road, Kancheepuram(Dt.),Pin 603103",12.8,80.22,www.aiht.ac.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Kanchipuram,KC,TN North,Tamil Nadu
185,Anand Institute of Higher Technology,"Kalasalingam Nagar, Old Mahabalipuram Road, Kancheepuram(Dt.),Pin 603103",12.8,80.22,www.aiht.ac.in,Self Finance,Engineering,Electrical,Electronics and Instrumentation Engineering,Kanchipuram,KC,TN North,Tamil Nadu
186,Anand Institute of Higher Technology,"Kalasalingam Nagar, Old Mahabalipuram Road, Kancheepuram(Dt.),Pin 603103",12.8,80.22,www.aiht.ac.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Kanchipuram,KC,TN North,Tamil Nadu
187,Anand Institute of Higher Technology,"Kalasalingam Nagar, Old Mahabalipuram Road, Kancheepuram(Dt.),Pin 603103",12.8,80.22,www.aiht.ac.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Kanchipuram,KC,TN North,Tamil Nadu
188,Anand School of Architecture,"Kalasalingam Nagar, Old Mahabalipuram Road, Kancheepuram(Dt.),Pin 603103",12.8,80.22,www.aiht.ac.in,Self Finance,Engineering,Architecture,Architecture,Kanchipuram,KC,TN North,Tamil Nadu
189,Ananda Arts And Science College,Madurai.,9.96,78.07,http://www.anandacollege.in/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Madurai,MDU,TN South,Tamil Nadu
190,Anbil Dharmalingam Agricultural College and Research Institute,"Dindugal Main Rd, Muthukkulam, Navalurkottapattu, Tiruchirappalli, Tamil Nadu 620009, India",10.8,78.6,https://sites.google.com/a/tnau.ac.in/adac-ri/,Self Finance,Agriculture,Agriculture,B.Sc. Hons. Agriculture,Tiruchirappalli,TC,TN Central,Tamil Nadu
191,Anbu Arts And Science College,"Komarapalayam, Thiruchengode, Namakkal, Ph: 04288-263181, 04288-263182.",8.71,77.76,http://www.anbu.ac.in/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Namakkal,NM,TN West,Tamil Nadu
192,ANBU COLLEGE OF NURSING,"Ethirmedu, Valayakaranoor, Namakkal, Komarapalayam, Tamil Nadu 638183, India",11.4,77.69,,Self Finance,Medical,Allied Health Sciences,B.Sc. Nursing,Namakkal,NM,TN West,Tamil Nadu
193,ANDAVAR COLLEGE OF NURSING,"Main Road,Poravachery, Nagapattinam, Tamil Nadu 611108, India",10.8,79.81,,Self Finance,Medical,Allied Health Sciences,B.Sc. Nursing,Nagapattinam,NG,TN Central,Tamil Nadu
